0 0.0470858 73059 101.663 1.44622 0.0386165 50.8901 0.280602 0.0123802 0.265138 0.0736049 2.54143 0.150195 1.25879 0.287936 0.141499 0.0168352 216.676 1169.17 0.0779186 0.771299 4.96458 24.4459 5936.02 1.26013 0.0744345 0.392994 9.97609 0.18006 60.2658 141.095 1.44151 0.077352 0.3503 0.0995635 0.0119799 15.9716 13.5554 0.423517 0.348287 0.169767 1.05044 0.661018 0.409727 0.0499918 0.0215346 0.0626418 0.283753 0.00801352 0.0307577 2.53008 8.13314 1.41179 20.6836 0.176484 8145.62 0.0694127 935.644 1354.6 674.436 0.0518344 0.0250013 0.0945351 188.162 
4.41919e-006 0 4.41377e-006 3.07541e-006 4.59194e-006 1.47549e-007 8.07967e-007 7.08374e-006 1.98572e-007 0.000240669 1.56724e-006 7.8435e-005 0.000185162 8.51574e-005 8.18896e-007 0.00968943 2.11919e-007 2.18749e-006 0.000213156 1.78313e-007 8.32753e-007 6.75926e-007 3.51548e-005 1.33814e-006 0.00180288 1.32906e-006 2.16487e-007 1.97554e-006 6.45092e-007 1.4267e-006 8.34314e-007 0.000143577 3.57521e-007 6.89468e-007 2.91791e-005 6.74822e-006 2.95378e-006 1.02986e-005 3.74125e-005 3.1664e-006 0.000401896 1.05604e-006 5.88851e-006 3.86244e-007 1.19979e-007 1.07798e-007 5.02944e-006 2.87191e-007 7.84869e-008 1.07398e-006 1.00501e-005 5.59691e-006 0.000944175 4.72846e-006 6.56127e-007 1.00396e-006 2.90471e-006 3.08208e-006 2.30134e-006 6.52146e-005 1.21519e-005 7.59903e-008 0.00169976 3.52834e-005 
0.00296193 6.9146e-005 0 0.499034 0.00149235 4.47293e-005 0.0916834 0.000327051 1.8768e-005 0.000407122 8.4789e-005 0.00477275 0.000208592 0.00222341 0.000360664 0.000202304 1.87895e-005 0.0740443 0.80523 8.66505e-005 0.000681351 0.00538528 0.0235143 0.386251 0.00197793 0.000113097 0.000333566 0.0383505 0.000182599 0.0342713 0.0812745 0.00253375 0.00010034 0.000376137 0.000167487 1.59739e-005 0.0189833 0.0173801 0.000540781 0.000381684 0.000261639 0.00108242 0.00135064 0.000379521 5.30323e-005 2.62498e-005 7.84538e-005 0.000266053 1.12233e-005 5.26279e-005 0.0034476 0.0129539 0.00231768 0.0553003 0.000186698 0.49883 0.000113753 3.12547 0.598432 2.81206 8.40836e-005 3.58447e-005 0.000138692 0.206273 
0.00171857 7.62067e-005 0.199269 0 0.00103268 3.60582e-005 0.0555703 0.000260461 2.24962e-005 0.000467345 6.61995e-005 0.00794148 0.000207556 0.0033822 0.000321866 0.000214017 1.4166e-005 0.0168985 0.33619 6.60511e-005 0.000381741 0.00263262 0.0138369 0.0378016 0.00237255 0.000136075 0.000183195 0.369618 0.000122643 0.0115021 0.0156691 0.00377544 9.44837e-005 0.000242865 0.000227513 1.5098e-005 0.0140002 0.0154478 0.00047295 0.000282351 0.000315766 0.000645683 0.00253704 0.000211216 3.81014e-005 2.26897e-005 6.73538e-005 0.000164051 1.18753e-005 7.694e-005 0.00347807 0.0156514 0.0030668 0.1733 0.000133455 0.0420502 0.000154662 0.428626 0.0981437 13.5516 0.000111166 3.88387e-005 0.000150713 0.106763 
9.65361e-007 1.27235e-008 3.74739e-007 1.34484e-007 0 2.72176e-007 6.81914e-008 1.08942e-006 3.37661e-009 3.43005e-008 2.282e-007 1.30955e-007 4.39472e-008 1.04918e-007 2.62801e-007 4.78332e-008 1.42695e-007 3.44393e-007 6.0823e-005 4.82692e-007 8.21539e-007 2.79403e-008 4.64428e-006 1.44357e-007 1.59297e-007 2.02422e-008 9.54682e-007 3.776e-008 1.05805e-005 3.78775e-007 5.60076e-008 1.14679e-007 7.07599e-008 3.16362e-008 9.10786e-009 5.79803e-009 5.56948e-007 2.04574e-006 1.74552e-007 8.02065e-006 3.82563e-008 5.48484e-008 1.90971e-008 4.9707e-008 2.57425e-006 6.32347e-008 3.81084e-008 4.45229e-006 4.27358e-009 3.43251e-009 1.13932e-006 3.98657e-007 1.73192e-007 1.56034e-007 0.00168243 1.09803e-007 1.0742e-008 1.42677e-007 2.70147e-007 1.3999e-006 8.27781e-009 5.95433e-009 2.07551e-008 1.40125e-006 
1.52e-005 8.60504e-007 1.91265e-005 1.12928e-005 0.000611776 0 5.88451e-006 1.83134e-005 8.29355e-007 2.01955e-006 3.52253e-006 1.11763e-005 2.10136e-006 1.038e-005 0.000389066 3.00757e-006 1.29289e-006 1.30225e-005 0.0013343 0.00284778 7.62627e-006 1.09428e-006 8.75375e-005 7.14839e-006 1.03078e-005 4.79142e-006 1.249e-005 2.93614e-006 1.55559e-005 2.26796e-005 2.49297e-006 1.01534e-005 8.80025e-005 8.23951e-007 6.92595e-007 2.49857e-007 7.90442e-005 0.000598682 5.7343e-006 4.12407e-005 3.56011e-006 1.51573e-006 1.46082e-006 1.01654e-006 0.000272043 0.000580856 1.15304e-006 4.4473e-005 1.96079e-006 4.48121e-007 0.000695943 7.57301e-005 1.45355e-005 1.66385e-005 0.000159544 6.15337e-006 1.56688e-006 7.84782e-006 1.77323e-005 9.19793e-005 9.04171e-007 2.29995e-006 1.22528e-006 5.35213e-005 
0.0146215 0.000811168 0.359033 2.23136 0.0238701 0.00146994 0 0.00368737 0.000811343 0.00338617 0.000874418 0.0529732 0.00188064 0.0350199 0.0215485 0.00235071 0.000212223 0.0908546 2.70724 0.00298767 0.00457511 0.00583667 0.102651 0.122083 0.0181623 0.00469099 0.00450567 0.105653 0.00210552 0.36207 0.0255893 0.0324966 0.00533127 0.00136305 0.00173147 0.000156233 7.9102 3.34365 0.00422127 0.00469351 0.00403783 0.00317259 0.00991315 0.00144583 0.00129147 0.000995391 0.000666761 0.00476172 0.000534943 0.00135012 0.241553 8.46385 0.0292989 4.93703 0.00330918 0.174595 0.00319517 0.156056 1.04299 2.06307 0.00154706 0.00349021 0.0013664 0.258407 
7.8401e-006 3.09262e-007 1.25181e-006 4.75694e-007 2.04529e-005 1.33275e-007 1.79439e-007 0 1.54981e-008 6.79939e-007 0.00434046 1.19206e-006 1.782e-006 9.50364e-007 3.20477e-007 1.45215e-006 0.0001026 9.8043e-007 0.000183933 1.61895e-007 2.19072e-006 1.76236e-007 4.5293e-005 4.30829e-007 2.82337e-006 9.68275e-008 3.05796e-007 1.8942e-007 6.74294e-006 6.16524e-007 2.35173e-007 1.16856e-006 1.17031e-007 4.07934e-007 1.16994e-007 4.00271e-007 8.96975e-007 3.04236e-006 1.3079e-005 0.000216334 5.49021e-007 5.34842e-007 1.61779e-007 3.94633e-007 1.91893e-007 6.42081e-008 4.91086e-006 4.68062e-007 1.32442e-008 2.43896e-008 2.3432e-006 9.72465e-007 2.22582e-006 5.68328e-007 2.55131e-006 3.03462e-007 7.48198e-008 6.16186e-007 6.68673e-007 7.43304e-006 8.42551e-008 1.39988e-008 5.433e-007 9.34783e-006 
2.73706e-006 1.5152e-006 7.52032e-006 9.8633e-006 9.12596e-006 1.15049e-006 3.18192e-006 2.78321e-006 0 2.93058e-006 5.66401e-007 3.98478e-005 1.82906e-006 6.74241e-005 1.90942e-005 4.16846e-006 1.26644e-007 3.31246e-006 0.000233597 1.24469e-006 7.99446e-007 4.86471e-007 1.90456e-005 2.43433e-006 1.87385e-005 20.205 5.09907e-007 3.7892e-006 7.33864e-007 4.42996e-006 1.0133e-006 4.47203e-005 1.35904e-005 2.67401e-007 1.94079e-006 1.6382e-007 2.27761e-005 0.000165198 2.70773e-006 2.65732e-006 1.6433e-005 4.98908e-007 3.34802e-006 2.29992e-007 4.83369e-007 1.44863e-006 4.62945e-007 8.09377e-007 2.23131e-005 1.0449e-005 0.000757776 0.000105243 5.5189e-005 2.54682e-005 1.49873e-006 2.19263e-006 8.15635e-005 4.37933e-006 6.45142e-006 8.72452e-005 9.03248e-006 6.89716e-006 1.68744e-006 2.36247e-005 
7.03194e-006 6.46128e-005 8.21905e-006 5.31995e-006 4.05699e-006 1.12178e-007 1.23613e-006 5.04501e-006 1.22033e-007 0 1.26177e-006 0.000207151 0.00016878 0.000105358 6.54824e-007 0.000114918 1.71863e-007 3.78744e-006 0.000346566 1.49765e-007 1.10267e-006 1.69982e-006 6.16514e-005 2.37075e-006 0.159496 7.98588e-007 2.47017e-007 4.29462e-006 6.24194e-007 2.01226e-006 1.7333e-006 0.000259206 2.6043e-007 1.57386e-006 0.00012721 3.24716e-006 3.54421e-006 1.0424e-005 5.1138e-005 2.57417e-006 4.82213e-005 2.4427e-006 2.13709e-005 7.03433e-007 1.03073e-007 7.67565e-008 5.02042e-006 2.94202e-007 4.97622e-008 8.35955e-007 7.71609e-006 6.22871e-006 0.000923005 7.30114e-006 5.49412e-007 1.70688e-006 1.78967e-006 6.59107e-006 3.66516e-006 0.000158971 5.44274e-006 6.3437e-008 0.000661702 9.03891e-005 
